5.999701601735659;5.9952262213570755;5.985384301558945;
5.970184652192408;5.949640879002182;5.923771371447574;
5.892599286241433;5.856152526621747;5.814463717374467;
5.767570175629913;5.715513877458878;5.658341420298363;
5.5961039812405655;5.528857271222446;5.456661485156893;
5.379581248050124;5.297685557153561;5.211047720201933;
5.119745289792934;5.0238599939671404;4.923477663050349;
4.81868815282381;4.709585264091135;4.596266658713869;
4.478833772190901;4.35739172285996;4.232049217802454;
4.102918455535922;3.9701150255811575;3.8337578049939367;
3.6939688519539517;3.550873296506208;3.4045992285526934;
3.2552775831945593;3.103042023527478;2.94802882099507;
2.7903767334075047;2.6302268807344658;2.46772261878367;
2.303009410878002;2.1362346976461404;1.9675477650432263;
1.7970996107197146;1.6250428088580295;1.4515313735980047;
1.276720621173371;1.1007670308826918;0.9238281050191985;
0.7460622278849077;0.5676285240152191;0.3886867157409069;
0.20939698021500114;0.029919806032543187;-0.1495841504284428;
-0.3289542088161661;-0.5080298086357458;-0.6866506529725989;
-0.8646568519798881;-1.0418890660015896;-1.218188648203065;
-1.3933977865814637;-1.567359645228839;-1.739918504721526;
-1.910919901510116;-2.0802107661852522;-2.247639560495482;
-2.413056412994515;-2.576313253196465;-2.7372639441189874;
-2.895764413095674;-3.051672780740598;-3.204849487949579;
-3.3551574208244865;-3.5024620334087446;-3.646631468124184;
-3.7875366738014375;-3.9250515211982098;-4.059052915902033;
-4.189420908516438;-4.316038802031908;-4.4387932562855035;
-4.5575743894156675;-4.672275876221364;-4.782795043337533;
